feature,importance,original_feature,feature_group
categorical__route_Reno → Dayton,0.00030751748,route_Reno → Dayton,route
categorical__route_Albuquerque → Atlanta,0.00030644887,route_Albuquerque → Atlanta,route
categorical__route_Columbia → Bakersfield,0.00030572747,route_Columbia → Bakersfield,route
categorical__route_Columbia → Washington,0.0003049584,route_Columbia → Washington,route
categorical__route_Columbia → Reno,0.00030493308,route_Columbia → Reno,route
categorical__route_Milwaukee → Albany,0.0003038224,route_Milwaukee → Albany,route
categorical__route_New Orleans → Bakersfield,0.00030292137,route_New Orleans → Bakersfield,route
categorical__route_Milwaukee → New York,0.00030200637,route_Milwaukee → New York,route
categorical__route_Green Bay → Lubbock,0.0003018689,route_Green Bay → Lubbock,route
categorical__pickup_Bakersfield,0.00030042315,pickup_Bakersfield,pickup
categorical__route_New York → Nashville,0.00030022397,route_New York → Nashville,route
categorical__route_Buffalo → Syracuse,0.000299142,route_Buffalo → Syracuse,route
categorical__route_Toledo → Baltimore,0.00029875519,route_Toledo → Baltimore,route
categorical__route_Dayton → Harrisburg,0.00029852186,route_Dayton → Harrisburg,route
categorical__route_Jacksonville → Baltimore,0.00029798519,route_Jacksonville → Baltimore,route
categorical__route_Jacksonville → Little Rock,0.00029773146,route_Jacksonville → Little Rock,route
categorical__route_Chattanooga → Milwaukee,0.00029743533,route_Chattanooga → Milwaukee,route
categorical__route_Nashville → Albany,0.00029725832,route_Nashville → Albany,route
categorical__route_Washington → Cincinnati,0.000296425,route_Washington → Cincinnati,route
categorical__route_Tulsa → Lexington,0.00029593238,route_Tulsa → Lexington,route
categorical__route_Oklahoma City → Green Bay,0.0002957924,route_Oklahoma City → Green Bay,route
categorical__route_Salt Lake City → Hartford,0.00029567647,route_Salt Lake City → Hartford,route
categorical__route_Greensboro → Grand Rapids,0.00029530944,route_Greensboro → Grand Rapids,route
categorical__route_El Paso → Cincinnati,0.00029488775,route_El Paso → Cincinnati,route
categorical__route_Cincinnati → Syracuse,0.00029487145,route_Cincinnati → Syracuse,route
categorical__route_Tucson → Birmingham,0.00029475655,route_Tucson → Birmingham,route
categorical__route_San Francisco → Greensboro,0.00029338355,route_San Francisco → Greensboro,route
categorical__route_El Paso → Shreveport,0.00029261317,route_El Paso → Shreveport,route
categorical__route_Memphis → Toledo,0.00029233302,route_Memphis → Toledo,route
categorical__route_El Paso → Greensboro,0.00029187973,route_El Paso → Greensboro,route
categorical__route_Shreveport → Mobile,0.00029185636,route_Shreveport → Mobile,route
categorical__route_St. Louis → Corpus Christi,0.00029074037,route_St. Louis → Corpus Christi,route
categorical__route_Chattanooga → Lexington,0.00029064898,route_Chattanooga → Lexington,route
categorical__route_New York → Raleigh,0.00028991583,route_New York → Raleigh,route
categorical__route_Columbia → San Antonio,0.00028913148,route_Columbia → San Antonio,route
categorical__route_Corpus Christi → Philadelphia,0.0002886435,route_Corpus Christi → Philadelphia,route
categorical__route_Green Bay → Atlanta,0.00028816832,route_Green Bay → Atlanta,route
categorical__route_Houston → Tucson,0.00028795222,route_Houston → Tucson,route
categorical__route_Louisville → Syracuse,0.0002868446,route_Louisville → Syracuse,route
categorical__route_Green Bay → Amarillo,0.00028608635,route_Green Bay → Amarillo,route
categorical__route_Phoenix → Madison,0.0002859517,route_Phoenix → Madison,route
categorical__route_Harrisburg → Tulsa,0.00028592773,route_Harrisburg → Tulsa,route
categorical__route_Washington → Bakersfield,0.00028578052,route_Washington → Bakersfield,route
categorical__route_Philadelphia → Dallas,0.00028543972,route_Philadelphia → Dallas,route
categorical__route_Fort Wayne → Toledo,0.00028412108,route_Fort Wayne → Toledo,route
categorical__route_Madison → Chattanooga,0.0002838218,route_Madison → Chattanooga,route
categorical__route_Louisville → San Antonio,0.00027950353,route_Louisville → San Antonio,route
categorical__route_Atlanta → Providence,0.00027946773,route_Atlanta → Providence,route
categorical__route_Buffalo → Louisville,0.00027840884,route_Buffalo → Louisville,route
categorical__route_Boston → Harrisburg,0.0002782184,route_Boston → Harrisburg,route
categorical__route_Dallas → Atlanta,0.00027783355,route_Dallas → Atlanta,route
categorical__route_Atlanta → Reno,0.00027595725,route_Atlanta → Reno,route
categorical__route_Tucson → Baton Rouge,0.00027487066,route_Tucson → Baton Rouge,route
categorical__route_Buffalo → Lexington,0.00027448582,route_Buffalo → Lexington,route
categorical__route_Bakersfield → Baton Rouge,0.00027370747,route_Bakersfield → Baton Rouge,route
categorical__route_Richmond → Albany,0.0002722097,route_Richmond → Albany,route
categorical__route_Fresno → Tampa,0.00026942723,route_Fresno → Tampa,route
categorical__route_El Paso → Tulsa,0.0002693012,route_El Paso → Tulsa,route
categorical__route_Tulsa → Houston,0.00026916384,route_Tulsa → Houston,route
categorical__route_Hartford → Tucson,0.000268891,route_Hartford → Tucson,route
categorical__route_Grand Rapids → Green Bay,0.00026869727,route_Grand Rapids → Green Bay,route
categorical__route_Albuquerque → Indianapolis,0.0002686589,route_Albuquerque → Indianapolis,route
categorical__route_Lexington → Providence,0.00026850088,route_Lexington → Providence,route
categorical__route_Indianapolis → Buffalo,0.00026849602,route_Indianapolis → Buffalo,route
categorical__route_Syracuse → Los Angeles,0.00026823577,route_Syracuse → Los Angeles,route
categorical__route_Milwaukee → Fresno,0.0002678769,route_Milwaukee → Fresno,route
categorical__route_Tampa → Fresno,0.000267854,route_Tampa → Fresno,route
categorical__route_Indianapolis → Cincinnati,0.00026781313,route_Indianapolis → Cincinnati,route
categorical__route_Houston → Bakersfield,0.00026732028,route_Houston → Bakersfield,route
categorical__route_Albuquerque → Madison,0.00026698707,route_Albuquerque → Madison,route
categorical__route_Boston → Amarillo,0.0002668801,route_Boston → Amarillo,route
categorical__route_Detroit → Houston,0.00026368126,route_Detroit → Houston,route
categorical__route_Albuquerque → Milwaukee,0.00026366988,route_Albuquerque → Milwaukee,route
categorical__route_El Paso → Savannah,0.0002633495,route_El Paso → Savannah,route
categorical__route_Hartford → Savannah,0.0002613136,route_Hartford → Savannah,route
categorical__route_Grand Rapids → Reno,0.00026023472,route_Grand Rapids → Reno,route
categorical__route_Corpus Christi → Raleigh,0.0002595635,route_Corpus Christi → Raleigh,route
categorical__route_Indianapolis → Richmond,0.0002580939,route_Indianapolis → Richmond,route
categorical__route_Memphis → Atlanta,0.00025655655,route_Memphis → Atlanta,route
categorical__route_Nashville → Amarillo,0.00025645908,route_Nashville → Amarillo,route
categorical__route_Green Bay → Syracuse,0.000256356,route_Green Bay → Syracuse,route
categorical__route_New Orleans → Buffalo,0.0002560052,route_New Orleans → Buffalo,route
categorical__route_Charleston → Green Bay,0.00025569298,route_Charleston → Green Bay,route
categorical__route_Mobile → Syracuse,0.00025560884,route_Mobile → Syracuse,route
categorical__route_Providence → Columbia,0.00025471026,route_Providence → Columbia,route
categorical__route_Grand Rapids → Cincinnati,0.00025432798,route_Grand Rapids → Cincinnati,route
categorical__route_Raleigh → Greensboro,0.00025398724,route_Raleigh → Greensboro,route
categorical__route_Dayton → Mobile,0.00025361206,route_Dayton → Mobile,route
categorical__route_El Paso → New York,0.0002535062,route_El Paso → New York,route
categorical__route_Baltimore → Reno,0.00025315728,route_Baltimore → Reno,route
categorical__route_Toledo → Dayton,0.0002530511,route_Toledo → Dayton,route
categorical__route_Corpus Christi → Milwaukee,0.0002515515,route_Corpus Christi → Milwaukee,route
categorical__route_Memphis → Albany,0.0002502311,route_Memphis → Albany,route
categorical__route_Los Angeles → Las Vegas,0.0002495992,route_Los Angeles → Las Vegas,route
categorical__route_Phoenix → Baltimore,0.00024935647,route_Phoenix → Baltimore,route
categorical__route_Washington → Lubbock,0.00024933953,route_Washington → Lubbock,route
categorical__route_Providence → Memphis,0.00024932923,route_Providence → Memphis,route
categorical__route_Green Bay → Richmond,0.00024883437,route_Green Bay → Richmond,route
categorical__route_Columbia → Louisville,0.0002485182,route_Columbia → Louisville,route
categorical__route_Salt Lake City → Green Bay,0.00024833338,route_Salt Lake City → Green Bay,route
categorical__route_Mobile → Dayton,0.00024809214,route_Mobile → Dayton,route
categorical__route_Kansas City → Charleston,0.00024735337,route_Kansas City → Charleston,route
categorical__route_Philadelphia → Savannah,0.0002470532,route_Philadelphia → Savannah,route
categorical__route_Tucson → Raleigh,0.0002468931,route_Tucson → Raleigh,route
categorical__route_Memphis → Mobile,0.00024677234,route_Memphis → Mobile,route
categorical__route_Nashville → Dallas,0.0002466925,route_Nashville → Dallas,route
categorical__route_Boston → Jacksonville,0.00024501348,route_Boston → Jacksonville,route
categorical__route_Detroit → Phoenix,0.00024389419,route_Detroit → Phoenix,route
categorical__route_Austin → Lexington,0.00024373361,route_Austin → Lexington,route
categorical__route_Grand Rapids → New Orleans,0.00024354536,route_Grand Rapids → New Orleans,route
categorical__route_Kansas City → Milwaukee,0.00024252637,route_Kansas City → Milwaukee,route
categorical__route_Milwaukee → Harrisburg,0.00024248353,route_Milwaukee → Harrisburg,route
categorical__route_Richmond → Green Bay,0.00024224557,route_Richmond → Green Bay,route
categorical__route_Albany → Milwaukee,0.00024130153,route_Albany → Milwaukee,route
categorical__route_Corpus Christi → Memphis,0.0002412196,route_Corpus Christi → Memphis,route
categorical__route_Lexington → Syracuse,0.00024089443,route_Lexington → Syracuse,route
categorical__route_Mobile → Boston,0.00024039095,route_Mobile → Boston,route
categorical__route_Montgomery → Corpus Christi,0.00023933504,route_Montgomery → Corpus Christi,route
categorical__route_Madison → Jacksonville,0.0002387542,route_Madison → Jacksonville,route
categorical__route_Los Angeles → Bakersfield,0.00023823857,route_Los Angeles → Bakersfield,route
categorical__route_Tulsa → Lubbock,0.00023808998,route_Tulsa → Lubbock,route
categorical__route_Oklahoma City → Greensboro,0.00023700604,route_Oklahoma City → Greensboro,route
categorical__route_Lexington → Richmond,0.00023618167,route_Lexington → Richmond,route
categorical__route_Madison → Memphis,0.0002359246,route_Madison → Memphis,route
categorical__route_Corpus Christi → Syracuse,0.00023584775,route_Corpus Christi → Syracuse,route
categorical__route_Hartford → Greensboro,0.00023454045,route_Hartford → Greensboro,route
categorical__route_Buffalo → Boston,0.00023419785,route_Buffalo → Boston,route
categorical__route_Columbia → Tulsa,0.00023393078,route_Columbia → Tulsa,route
categorical__route_Baton Rouge → Dallas,0.00023140326,route_Baton Rouge → Dallas,route
categorical__route_New Orleans → Birmingham,0.0002313921,route_New Orleans → Birmingham,route
categorical__route_Memphis → Savannah,0.0002301247,route_Memphis → Savannah,route
categorical__route_Lubbock → Toledo,0.00022914079,route_Lubbock → Toledo,route
categorical__route_Philadelphia → Harrisburg,0.0002289949,route_Philadelphia → Harrisburg,route
categorical__route_Jacksonville → Detroit,0.00022864503,route_Jacksonville → Detroit,route
categorical__route_Greensboro → Little Rock,0.00022545253,route_Greensboro → Little Rock,route
categorical__route_Oklahoma City → Hartford,0.0002253241,route_Oklahoma City → Hartford,route
categorical__pickup_Baltimore,0.00022505014,pickup_Baltimore,pickup
categorical__route_Lubbock → San Antonio,0.0002240243,route_Lubbock → San Antonio,route
categorical__route_Corpus Christi → Chattanooga,0.0002236818,route_Corpus Christi → Chattanooga,route
categorical__route_Green Bay → Mobile,0.0002231177,route_Green Bay → Mobile,route
categorical__route_Hartford → Baltimore,0.00022128521,route_Hartford → Baltimore,route
categorical__route_San Francisco → Tucson,0.00022107612,route_San Francisco → Tucson,route
categorical__route_Toledo → New York,0.00022097725,route_Toledo → New York,route
categorical__route_Philadelphia → Syracuse,0.00022032336,route_Philadelphia → Syracuse,route
categorical__route_Dallas → Cincinnati,0.00022024749,route_Dallas → Cincinnati,route
categorical__route_San Antonio → Boston,0.00021904906,route_San Antonio → Boston,route
categorical__route_New York → Tulsa,0.00021712338,route_New York → Tulsa,route
categorical__route_Harrisburg → Savannah,0.00021674723,route_Harrisburg → Savannah,route
categorical__route_Indianapolis → Amarillo,0.0002152658,route_Indianapolis → Amarillo,route
categorical__route_Reno → Savannah,0.00021428127,route_Reno → Savannah,route
categorical__route_Madison → San Francisco,0.00021269692,route_Madison → San Francisco,route
categorical__route_Houston → Baton Rouge,0.00021142572,route_Houston → Baton Rouge,route
categorical__route_Toledo → Jacksonville,0.00021031285,route_Toledo → Jacksonville,route
categorical__route_Greensboro → Madison,0.00020816579,route_Greensboro → Madison,route
categorical__route_Corpus Christi → Atlanta,0.00020717685,route_Corpus Christi → Atlanta,route
categorical__route_New Orleans → Baton Rouge,0.00020616905,route_New Orleans → Baton Rouge,route
categorical__route_Boston → Cincinnati,0.00020594326,route_Boston → Cincinnati,route
categorical__route_Charleston → Greensboro,0.00020536096,route_Charleston → Greensboro,route
categorical__route_Green Bay → Jacksonville,0.0002031814,route_Green Bay → Jacksonville,route
categorical__route_Harrisburg → Oklahoma City,0.00020291134,route_Harrisburg → Oklahoma City,route
